瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),弥措 鉴埃 浅加(m/s),乞闭 浅加(m/s),弥措 鉴埃 浅加 浅氢(deg)
845,措备合备,2024-03-07,5.7,3.1,10.3,0,6.8,1.7,287.9
845,措备合备,2024-03-08,3.7,-2.2,10.1,0,14.3,2.7,289.2
845,措备合备,2024-03-09,2.8,-3.7,10,0,6.6,1.2,280.4
845,措备合备,2024-03-10,4.6,-4,13.6,0,7.6,1.1,4.2
845,措备合备,2024-03-11,7.3,-.6,13,0,9.5,1.3,269.3
845,措备合备,2024-03-12,6.3,.5,11.6,0,7.1,1,349.4
845,措备合备,2024-03-13,7.5,-.5,16.1,0,8.9,1.8,283.6
845,措备合备,2024-03-14,8.3,-.2,18.1,0,7.9,1.3,255.4
845,措备合备,2024-03-15,10.7,.1,21.3,0,9.1,1.5,346.7
845,措备合备,2024-03-16,13.1,3.4,21.6,0,7,1.3,228.8
845,措备合备,2024-03-17,12.6,5.3,18.9,0,11.1,2.3,290.3
845,措备合备,2024-03-18,9.4,.9,16.5,0,6,1.3,257.4
845,措备合备,2024-03-19,9.7,5.4,16.5,0,14.3,3,279.4
845,措备合备,2024-03-20,6.3,.9,11.3,0,13.1,3.2,264.2
845,措备合备,2024-03-21,5.7,-1.8,12.8,0,7.5,1.5,280.6
845,措备合备,2024-03-22,10.4,2.6,17.5,0,10.2,2.3,200.8
845,措备合备,2024-03-23,16.5,11.7,24.3,.5,7.3,2,238
845,措备合备,2024-03-24,11.3,10.4,12.9,0,8.5,2.7,63.6
845,措备合备,2024-03-25,9.9,7.7,13.2,16,8.1,2,109.4
845,措备合备,2024-03-26,7.8,4.3,11.6,17,6.5,1.3,56.4
845,措备合备,2024-03-27,9.8,1.8,17.4,0,3.9,.9,232.8
845,措备合备,2024-03-28,9.2,8.4,10.4,30,5.3,1.1,272
845,措备合备,2024-03-29,12.1,3.6,20.4,0,14,2.6,241.9
845,措备合备,2024-03-30,9.9,2.4,18.5,1.5,5.2,1,42.5
845,措备合备,2024-03-31,12.5,4.4,20.1,0,8.1,1.3,334.2
845,措备合备,2024-04-01,13.7,3.8,24,0,7.2,1.2,257.8
845,措备合备,2024-04-02,15.6,6.2,24.7,3,5,1,236.5
845,措备合备,2024-04-03,12.4,11.5,13.3,26,7,1.1,121.1
845,措备合备,2024-04-04,12.6,9.8,17.1,0,9.4,2.4,96.6
845,措备合备,2024-04-05,13.9,10,19.1,0,6.8,1,126
845,措备合备,2024-04-06,13.9,7.9,21.4,0,5.3,.8,264.6
845,措备合备,2024-04-07,16.2,6.8,25.4,0,6.4,1,280.8
845,措备合备,2024-04-08,17.1,10.1,24,0,2.9,.5,277
845,措备合备,2024-04-09,12.9,8.3,17.8,0,11.7,3.5,84.5
845,措备合备,2024-04-10,12.5,5.6,20.2,0,5.4,1.2,86.2
845,措备合备,2024-04-11,14.5,9.6,21.2,0,4.9,.9,221.8
845,措备合备,2024-04-12,17,8.7,25.9,0,3.7,.6,160.8
845,措备合备,2024-04-13,18.7,9.3,28.7,0,6.4,.9,178.4
845,措备合备,2024-04-14,19.5,9.5,27.5,0,6.9,1.4,195.1
845,措备合备,2024-04-15,15.9,14,19.2,21.5,6.6,1,95
845,措备合备,2024-04-16,17.5,11.2,24,0,8.5,1.3,249.7
845,措备合备,2024-04-17,16.2,7.7,24.5,0,4.3,.8,33.5
845,措备合备,2024-04-18,17.5,9.7,26.4,0,6.3,.9,347.2
845,措备合备,2024-04-19,19.4,9.2,28.4,0,5.5,.8,198.3
845,措备合备,2024-04-20,15.6,14.1,17.5,3,6.3,1.3,56.6
845,措备合备,2024-04-21,15.7,13.6,18.2,.5,6.1,1.2,90.9
845,措备合备,2024-04-22,15.1,11.8,19.5,0,7.7,1.6,91.6
845,措备合备,2024-04-23,14.4,10.8,19.5,3,10.2,2.1,97.5
845,措备合备,2024-04-24,13.9,9.4,21,2,6.3,1.1,273.9
845,措备合备,2024-04-25,16.8,8.2,26.9,0,6.3,1.1,226
845,措备合备,2024-04-26,17.4,10.6,25.4,0,4.8,.6,230
845,措备合备,2024-04-27,19.7,11,30.3,0,5.6,.9,227
845,措备合备,2024-04-28,19.5,11.2,29.7,0,7.8,1.5,86.9
845,措备合备,2024-04-29,15,13.4,16.5,1.5,7.5,1.8,121.7
845,措备合备,2024-04-30,16.7,12.3,23,2,7.9,1.3,106.4
845,措备合备,2024-05-01,13.4,9.1,19.8,3,8.7,2,88.2
845,措备合备,2024-05-02,15.4,6,25,0,6.9,.9,254.9
845,措备合备,2024-05-03,18.5,8.2,28.9,0,5.4,.9,48.3
845,措备合备,2024-05-04,20.6,10.1,28.9,0,7.3,1.2,230
845,措备合备,2024-05-05,18.3,17.1,20.5,19,6,1.4,84.5
845,措备合备,2024-05-06,19.6,16.9,24.8,8.5,9.6,2,192.6
845,措备合备,2024-05-07,13.8,11,18.9,9.5,8.5,1.4,82.9
845,措备合备,2024-05-08,13.3,8.8,18.7,1,6.4,1.1,37.5
845,措备合备,2024-05-09,16.1,5.9,25.6,0,7.7,1.2,333.2
845,措备合备,2024-05-10,19.2,8.6,28.7,0,7.3,1.3,272.2
845,措备合备,2024-05-11,20.6,14,25.6,3,11.7,2.8,220.9
845,措备合备,2024-05-12,18.4,13.1,24.6,3.5,8.3,1.5,347
845,措备合备,2024-05-13,18.2,9.6,26.2,0,6.4,1,61.4
845,措备合备,2024-05-14,19.1,8.8,28.2,0,5.3,.9,208.2
845,措备合备,2024-05-15,18.1,9.8,28.1,9,9.3,1.3,302.2
845,措备合备,2024-05-16,14.6,8,22.3,2.5,11.4,2.2,275.7
845,措备合备,2024-05-17,18.4,8.1,28.3,0,7.8,1.1,242.4
845,措备合备,2024-05-18,20.1,10.3,29.8,0,6.2,.9,272.2
845,措备合备,2024-05-19,22.2,11.8,31.7,0,4.8,.9,259.2
845,措备合备,2024-05-20,21.1,13.1,29.4,0,7.4,1.2,340.6
845,措备合备,2024-05-21,18.7,15.2,24.5,0,7.7,2.4,69
845,措备合备,2024-05-22,21.5,12.1,30.4,0,6.1,1.3,275.4
845,措备合备,2024-05-23,24.1,16.6,32.1,0,6.6,1.1,265.8
845,措备合备,2024-05-24,21.4,14.8,29.3,0,9.8,1.9,99
845,措备合备,2024-05-25,20.1,17.2,24.7,0,6.6,2,66.1
845,措备合备,2024-05-26,20.8,13,27.9,3.5,10.9,1.8,245.3
845,措备合备,2024-05-27,21.1,17.5,25,0,10.5,2.2,278.6
845,措备合备,2024-05-28,18.6,13,25.3,0,6.5,1.3,354.5
845,措备合备,2024-05-29,20.6,10.4,29.8,0,5.8,1,239.8
845,措备合备,2024-05-30,21.1,15.7,27.2,0,5.2,.7,273.4
845,措备合备,2024-05-31,23.6,19,30,0,7.3,1.4,340.1
845,措备合备,2024-06-01,21.6,15.7,28.2,0,7.2,1.3,291.1
845,措备合备,2024-06-02,20.3,12.6,27,0,8.7,1.3,251.8
845,措备合备,2024-06-03,20.2,16.4,26.8,0,8.7,2.1,98.8
845,措备合备,2024-06-04,20.3,12.2,27.7,0,7,1.5,91.7
845,措备合备,2024-06-05,21.6,13.3,29.9,0,6.3,1.5,89.1
845,措备合备,2024-06-06,22.1,15.5,28.8,0,4.6,.9,77.9
845,措备合备,2024-06-07,23.7,14.5,30.8,0,7.2,1.2,252.8
845,措备合备,2024-06-08,20,18.5,23.7,24,5.8,1,223.3
845,措备合备,2024-06-09,22.5,18.5,29.4,1.5,5,.7,256.1
845,措备合备,2024-06-10,25.3,17.2,33.3,0,6.7,1.2,243.8
845,措备合备,2024-06-11,26.8,18.7,34.6,0,6.1,1,221.2
845,措备合备,2024-06-12,27.3,19.8,34.5,0,7.4,1.1,283.3
845,措备合备,2024-06-13,27.3,19,35.9,0,6.3,1,124.2
845,措备合备,2024-06-14,27.5,19.3,34.8,0,8,1.3,300.1
845,措备合备,2024-06-15,24.9,21,34,5.5,7.6,1,235.9
845,措备合备,2024-06-16,25,20.1,31.8,0,9,1.3,252.3
845,措备合备,2024-06-17,23.7,17.3,29.9,0,5.7,1,211.8
845,措备合备,2024-06-18,26.9,17,35.1,0,9,1.2,227.3
845,措备合备,2024-06-19,28.7,19,36.6,0,6.5,1.4,213.7
845,措备合备,2024-06-20,24.5,18.9,28.9,0,5.3,.8,36.4
845,措备合备,2024-06-21,26.4,19.8,31.7,0,4.4,1,69.8
845,措备合备,2024-06-22,23.6,22.1,25.3,22.5,4,.8,59.2
845,措备合备,2024-06-23,25.5,22.3,30.3,0,5.8,.7,296.6
845,措备合备,2024-06-24,26.3,21,32.6,0,10.3,1.7,222.7
845,措备合备,2024-06-25,23.7,19.2,30,0,9.3,1.4,272.7
845,措备合备,2024-06-26,24.6,17.5,31.4,0,5.8,1.1,51.8
845,措备合备,2024-06-27,22.1,17.1,26.7,2,3.8,.6,286.6
845,措备合备,2024-06-28,26.2,17.6,33.8,0,6.5,1,157.5
845,措备合备,2024-06-29,24.5,21.3,30.2,30,6.3,1.3,266.9
845,措备合备,2024-06-30,26.2,23.4,31.2,21,8.5,1.6,241.4
845,措备合备,2024-07-01,27.9,23.5,33.1,0,5.2,.8,283.3
845,措备合备,2024-07-02,25.7,22.2,29.8,18.5,7.4,1.2,81.2
845,措备合备,2024-07-03,28.9,23.6,33.9,8,9.7,2.1,228.6
845,措备合备,2024-07-04,28.8,21.2,35.3,0,7.8,1.2,245.4
845,措备合备,2024-07-05,28.8,24.5,34.1,0,9.2,2,259.9
845,措备合备,2024-07-06,29,23.7,34,0,9.7,2.1,246.3
845,措备合备,2024-07-07,29.2,24,32.1,9,9.8,2.2,231.4
845,措备合备,2024-07-08,26.9,25.8,29.7,5.5,7.9,1.2,236
845,措备合备,2024-07-09,24.3,22.6,26.3,163.5,8.2,.7,356.2
845,措备合备,2024-07-10,23.5,21.8,26,62,7.6,1.1,88.6
845,措备合备,2024-07-11,25,21.1,29.3,0,4,.5,254.6
845,措备合备,2024-07-12,25.9,21.4,33.3,18,10.6,.8,143
845,措备合备,2024-07-13,25.8,22,30.6,2.5,6,1,157.8
845,措备合备,2024-07-14,24.1,22.5,26.5,2.5,5.7,1.4,54.1
845,措备合备,2024-07-15,25.1,22.6,28.2,0,5.8,1.5,91.7
845,措备合备,2024-07-16,25.4,22.8,29.4,4.5,6.5,1.2,290.2
845,措备合备,2024-07-17,27.4,22.8,32.2,0,8.7,1.6,200.6
845,措备合备,2024-07-18,28.1,26.2,31,2,9.6,1.8,228.5
845,措备合备,2024-07-19,26.7,24.2,30.6,1,6.2,1.2,214.4
845,措备合备,2024-07-20,27,23.3,30.9,22.5,8,1,222.8
845,措备合备,2024-07-21,29.5,25.2,34.8,5.5,7.3,2,210.9
845,措备合备,2024-07-22,30.4,25.8,34.8,0,9,2.3,223.7
845,措备合备,2024-07-23,29.9,27.8,32.7,0,7.8,2.3,265
845,措备合备,2024-07-24,27.9,24.9,33.4,9,9.9,.8,333.7
845,措备合备,2024-07-25,28.7,25,35.7,0,7.3,1.1,242.8
845,措备合备,2024-07-26,29.8,25.8,34.1,0,9.4,1.6,231.2
845,措备合备,2024-07-27,29.2,25.9,34.2,11,9.1,1.3,241.8
845,措备合备,2024-07-28,30.6,26.6,34.9,0,9.5,2,220.3
845,措备合备,2024-07-29,30.5,25.8,36.2,0,7.6,1.7,341.3
845,措备合备,2024-07-30,29.7,24.3,35.3,0,6.6,1,349.6
845,措备合备,2024-07-31,30.4,24.6,36.3,0,5.7,1,337.3
845,措备合备,2024-08-01,31.3,27.1,36.3,0,5.6,1.3,236.4
845,措备合备,2024-08-02,31.3,26.8,36.7,0,6,1,266
845,措备合备,2024-08-03,32.1,27.8,37.3,0,6.3,.9,276.1
845,措备合备,2024-08-04,29.8,26.8,35.6,1.5,8,1,235.9
845,措备合备,2024-08-05,28.5,23.9,36.6,18,9.1,1.1,159.1
845,措备合备,2024-08-06,29.2,23.2,35.8,0,5.3,1,336.3
845,措备合备,2024-08-07,31,26.6,36.4,0,4.9,.9,246
845,措备合备,2024-08-08,28.6,24.3,34.7,27.5,6.8,1,283.6
845,措备合备,2024-08-09,29.6,23.8,35.4,0,5.3,.9,43
845,措备合备,2024-08-10,29.6,25,35.3,0,6.1,1.5,86.1
845,措备合备,2024-08-11,29.4,24.7,35,0,4.7,1.4,50.4
845,措备合备,2024-08-12,29,23.8,35.7,0,6.8,1.6,91.2
845,措备合备,2024-08-13,28.8,23.2,35.1,0,7.4,1.5,92.7
845,措备合备,2024-08-14,28.5,22.9,34.2,0,7.8,1.6,89.2
845,措备合备,2024-08-15,28.9,24,35.5,0,8.3,1.6,86.8
845,措备合备,2024-08-16,28.9,23.6,35.2,0,6.4,1.3,90.7
845,措备合备,2024-08-17,29.1,24.3,35.2,0,7.5,1.1,107.3
845,措备合备,2024-08-18,29.6,24.8,35.4,0,6.3,1.4,124.7
845,措备合备,2024-08-19,29.8,24.8,35.4,0,5.7,.9,337.2
845,措备合备,2024-08-20,28.5,26.4,32.1,6,7,.9,107.7
845,措备合备,2024-08-21,28.1,25.9,32.3,3.5,5.9,1.1,231.2
845,措备合备,2024-08-22,29.7,25.9,34.4,0,9.6,1.8,249.1
845,措备合备,2024-08-23,29.5,24,35.2,0,5.6,1.1,275.8
845,措备合备,2024-08-24,30,24.1,36.2,0,7.8,.9,272.7
845,措备合备,2024-08-25,29.5,24.2,36.8,0,6.9,1.1,114
845,措备合备,2024-08-26,29.5,25.8,35.7,0,4.9,1,52.5
845,措备合备,2024-08-27,26.7,23.9,31.7,49,8.5,1.6,59.2
845,措备合备,2024-08-28,26.6,23.5,30.2,0,8.2,1.3,57.8
845,措备合备,2024-08-29,28.6,24.7,33.4,0,9.5,2.1,95.1
845,措备合备,2024-08-30,29.7,25.7,35.1,0,8.4,1.7,58.9
845,措备合备,2024-08-31,27.9,22.1,34.9,0,8,1.5,94.4
845,措备合备,2024-09-01,27.9,22.7,34.8,0,6.3,.9,186.1
845,措备合备,2024-09-02,27.5,22.2,32.7,0,6.4,.9,75.5
845,措备合备,2024-09-03,26,22.5,30.1,0,8.1,2,105
845,措备合备,2024-09-04,25.8,19.6,32.3,0,6.9,1.1,126.1
845,措备合备,2024-09-05,28.5,20.4,35.4,0,5.8,.7,264.5
845,措备合备,2024-09-06,25.5,22.9,29.3,17.5,6.3,1,128.9
845,措备合备,2024-09-07,25.5,22.7,30.1,8,5.1,.6,186.4
845,措备合备,2024-09-08,27.9,25,34.5,0,5.9,1.3,132.1
845,措备合备,2024-09-09,28.3,24.5,34.1,0,6.5,1.7,55.6
845,措备合备,2024-09-10,28.8,22.7,35.8,0,4.8,.8,294.2
845,措备合备,2024-09-11,27.9,25.4,32.3,2,6.1,.8,73.2
845,措备合备,2024-09-12,28.1,25,33.6,1,5.2,1,277.4
845,措备合备,2024-09-13,28.9,25.5,35.3,0,3.6,.7,279.2
845,措备合备,2024-09-14,29.2,25.5,36,0,5.6,1,48
845,措备合备,2024-09-15,27.5,25.3,31.8,0,7.7,2,93.1
845,措备合备,2024-09-16,26.8,25,29.8,0,5.4,1.5,73.1
845,措备合备,2024-09-17,29.8,24.4,36.2,0,4.1,.8,60.1
845,措备合备,2024-09-18,29.6,25.8,35.8,0,4.7,1,343.5
845,措备合备,2024-09-19,29.3,24.2,35.4,0,3.9,.7,16.1
845,措备合备,2024-09-20,26.2,25,28.6,22,3.7,.6,41
845,措备合备,2024-09-21,21.6,20.3,25.3,98.5,6.4,1.1,115
845,措备合备,2024-09-22,22.5,20.1,26.7,0,6.7,1.6,48.6
845,措备合备,2024-09-23,19.9,14.1,25.1,0,8.6,1.6,95.4
845,措备合备,2024-09-24,20,12.9,27.9,0,6.5,1.2,147.4
845,措备合备,2024-09-25,22.9,17.4,29.2,0,5,.9,77.1
845,措备合备,2024-09-26,23.8,18.8,30.7,0,3.8,.8,36.1
845,措备合备,2024-09-27,24.1,20.5,30.9,0,6,1.1,54.4
845,措备合备,2024-09-28,22,18.6,27.1,0,8.5,1.2,44.3
845,措备合备,2024-09-29,21.1,16.6,27.3,0,6.8,1,57
845,措备合备,2024-09-30,21.1,14.3,28.9,0,5.5,.7,229.4
845,措备合备,2024-10-01,20.9,16,28,0,8.8,1.3,258.4
845,措备合备,2024-10-02,16.3,10.9,22.2,0,8.9,1.4,285.4
845,措备合备,2024-10-03,16.4,12.6,21.7,6.5,6.8,1,337
845,措备合备,2024-10-04,17.4,11.5,24.4,0,6.3,1,90.5
845,措备合备,2024-10-05,17.3,10.6,25.6,0,5.8,.9,114.3
845,措备合备,2024-10-06,17.9,14.3,22.8,2.5,3.6,.5,346.6
845,措备合备,2024-10-07,16.9,15.2,19.7,2,3.9,.7,277.3
845,措备合备,2024-10-08,17.6,13.1,24.8,15.5,8.6,.8,48.3
845,措备合备,2024-10-09,16.8,12.5,23.3,0,6.9,1,83.5
845,措备合备,2024-10-10,17,10.6,24.7,0,4.5,.7,238.5
845,措备合备,2024-10-11,17.4,12,25.2,0,5.1,.7,344.2
845,措备合备,2024-10-12,17.2,11.3,25.8,0,4.6,.6,245.3
845,措备合备,2024-10-13,18.1,10.1,25,0,6.4,1.2,57.4
845,措备合备,2024-10-14,18.6,15.7,22.7,12,3.5,.4,228.9
845,措备合备,2024-10-15,18.9,16.8,21,9,4.2,.5,265.9
845,措备合备,2024-10-16,19.1,15.6,25.9,0,5.2,.7,118.1
845,措备合备,2024-10-17,18.7,14.9,24.4,0,6.9,.9,76.3
845,措备合备,2024-10-18,20.9,17,25.6,6,4.9,.7,38.7
845,措备合备,2024-10-19,18.1,13.6,24.9,19.5,10,1.8,92.3
845,措备合备,2024-10-20,14.7,11.5,16.2,0,9.7,2.3,34
845,措备合备,2024-10-21,14.6,10.5,17.5,3.5,3.3,.6,239.1
845,措备合备,2024-10-22,17,14.9,18.5,22.5,3.3,.5,236.4
845,措备合备,2024-10-23,16,9.8,20.7,0,9.6,2.1,267
845,措备合备,2024-10-24,13.3,6.9,20.7,0,6.5,1,344.2
845,措备合备,2024-10-25,15.1,7.9,22.4,0,7,.8,55.9
845,措备合备,2024-10-26,16.3,11.5,23.3,0,7,1,83.9
845,措备合备,2024-10-27,14.4,10.4,17.6,3.5,3.4,.5,239.2
845,措备合备,2024-10-28,14.8,11.7,17.6,.5,8.2,.8,95.2
845,措备合备,2024-10-29,14.4,9.8,20.5,0,4.5,.7,42.5
845,措备合备,2024-10-30,14.2,8.6,22.9,0,5.8,.8,257.9
845,措备合备,2024-10-31,14.9,9.3,22.4,0,4.2,.6,124.4
845,措备合备,2024-11-01,14,12.4,15.5,12,4.9,.5,340.4
845,措备合备,2024-11-02,15.8,12.4,23.4,20.5,5.4,.6,43.1
845,措备合备,2024-11-03,14,9.2,22.2,0,5,.5,126.6
845,措备合备,2024-11-04,14.4,9.1,22.1,0,8.4,1,341.2
845,措备合备,2024-11-05,12.4,7.6,18.8,0,7.4,1.3,333.7
845,措备合备,2024-11-06,8.1,3.1,15.3,0,8.3,1.4,280.6
845,措备合备,2024-11-07,8.8,1,18.4,0,3.2,.5,27.1
845,措备合备,2024-11-08,12.2,4.6,20,0,4,.6,52.5
845,措备合备,2024-11-09,13.3,8.2,19.9,0,4.4,.8,86.7
845,措备合备,2024-11-10,12.4,9.4,17.3,0,3.5,.4,55.7
845,措备合备,2024-11-11,13.8,8.5,21.9,0,5.5,.6,82.4
845,措备合备,2024-11-12,13.4,8.8,21.7,0,6.7,.9,281.6
845,措备合备,2024-11-13,13.4,6.1,20.9,0,6,1,80.7
845,措备合备,2024-11-14,12.9,8,19.2,0,3.4,.5,36.5
845,措备合备,2024-11-15,14.3,12.2,17.8,0,2.2,.2,349.2
845,措备合备,2024-11-16,15.4,10.3,23.3,0,3.7,.5,232.8
845,措备合备,2024-11-17,12.5,6.4,16.9,0,8.4,1.6,298.6
845,措备合备,2024-11-18,4.4,-.2,10.4,0,7.4,1.4,352.3
845,措备合备,2024-11-19,6.2,-1.7,14,0,4.9,.5,67.5
845,措备合备,2024-11-20,7.6,1.8,15.1,0,6.7,.9,261.3
845,措备合备,2024-11-21,8.3,2.6,16.1,0,5,.5,345.8
845,措备合备,2024-11-22,8.1,2.2,14.9,0,7.7,1.3,284.6
845,措备合备,2024-11-23,5.9,-1,14.1,0,8.2,1.1,92.6
845,措备合备,2024-11-24,7.6,3.3,15.3,0,4,.6,137.8
845,措备合备,2024-11-25,9.4,2.1,17.2,0,6.4,.9,55.8
845,措备合备,2024-11-26,9.4,3.1,13.3,19.5,13.6,2,268.6
845,措备合备,2024-11-27,4.9,1.1,7.4,.5,10.4,2.4,259
845,措备合备,2024-11-28,5.8,1.6,9.9,0,12.8,2.6,225.3
845,措备合备,2024-11-29,5.2,1.5,8.7,0,10.6,2.2,275.4
845,措备合备,2024-11-30,7.1,2.7,13.4,0,10.7,2.1,281.7
845,措备合备,2024-12-01,7.9,1.4,15.4,0,4.7,.5,210.4
845,措备合备,2024-12-02,10.3,2.1,18.4,0,7.2,1.2,221.3
845,措备合备,2024-12-03,5.6,-.8,10.6,0,9.9,1.6,275.3
845,措备合备,2024-12-04,3.8,-1.7,9.6,0,10.1,1.2,264.6
845,措备合备,2024-12-05,5,-.8,10.2,0,9.4,1.2,258
845,措备合备,2024-12-06,5.9,.4,10.2,0,8.7,1.9,278.2
845,措备合备,2024-12-07,3,-2.6,8.3,0,10,1.8,256.7
845,措备合备,2024-12-08,1.7,-3,6.7,0,11.1,2.1,277.9
845,措备合备,2024-12-09,2.3,-4.3,9,0,7.4,1.3,343.9
845,措备合备,2024-12-10,3.4,-1.8,10.1,0,6.9,1,278.4
845,措备合备,2024-12-11,4,-1.1,11.5,0,4.9,1,271.9
845,措备合备,2024-12-12,2.4,-3.2,9.3,0,8.3,1.1,272.3
845,措备合备,2024-12-13,2.8,-.7,8.6,0,8.9,1.5,335.2
845,措备合备,2024-12-14,1.7,-3.3,6.3,0,10.1,2.3,285.8
845,措备合备,2024-12-15,2.9,-2.4,6,0,9.6,1.2,288.9
845,措备合备,2024-12-16,3.1,-2.7,9.2,0,8.6,1.4,250.4
845,措备合备,2024-12-17,3.7,-2.1,8.1,0,11.5,1.9,278.7
845,措备合备,2024-12-18,.2,-3.2,4.3,0,8.8,1.6,267.4
845,措备合备,2024-12-19,-.3,-6.2,7.5,0,5.3,.9,172.2
845,措备合备,2024-12-20,1.7,-3.8,8.6,0,5.8,.7,288.6
845,措备合备,2024-12-21,2.1,-1.2,5.7,0,12,2,283.5
845,措备合备,2024-12-22,-.9,-4.9,3.4,0,10.1,2.2,265
845,措备合备,2024-12-23,1.7,-4.9,8.7,0,9.7,1.8,267.4
845,措备合备,2024-12-24,2.2,-2.7,8.6,0,7.7,1.3,266.5
845,措备合备,2024-12-25,2.9,-3,9,0,7.3,1,266.7
845,措备合备,2024-12-26,3.5,-.4,9.2,0,11.2,2.1,290.9
845,措备合备,2024-12-27,.3,-3.8,4.5,0,11.1,2,284.9
845,措备合备,2024-12-28,-.1,-3,3.5,0,11.2,2.5,288.4
845,措备合备,2024-12-29,.3,-5,8.3,0,7,.8,209.4
845,措备合备,2024-12-30,3.8,-3.4,12.4,0,7.9,.9,219.4
845,措备合备,2024-12-31,3.1,-3.5,7.7,0,12.7,1.9,274.7
845,措备合备,2025-01-01,1.4,-5,9.9,0,5.8,.7,266.7
845,措备合备,2025-01-02,2.2,-4.1,10.2,0,6.3,.7,334.8
845,措备合备,2025-01-03,.5,-3.7,5.3,0,10.1,1.5,271.8
845,措备合备,2025-01-04,1.1,-4,7.4,0,9.2,1.1,261.2
845,措备合备,2025-01-05,.8,-5.1,6.7,0,5.9,.4,274.1
845,措备合备,2025-01-06,1.8,-3.1,7.5,0,12.4,2,301
845,措备合备,2025-01-07,-.2,-3.1,5.1,0,12.5,2.4,268.1
845,措备合备,2025-01-08,.2,-4,5.6,0,7.8,1.5,290.1
845,措备合备,2025-01-09,-6.2,-10.5,-2,0,13.9,3,278.3
845,措备合备,2025-01-10,-5.9,-12.5,0,0,9.5,1.9,265.3
845,措备合备,2025-01-11,-3.1,-9.6,3.4,0,8.5,1.2,288.1
845,措备合备,2025-01-12,-1.6,-6.9,4.6,0,13.3,1.8,276.3
845,措备合备,2025-01-13,-.6,-6.7,7.2,0,7.7,1.1,267.3
845,措备合备,2025-01-14,4.3,-4.6,11.9,0,7.4,1.3,281.8
845,措备合备,2025-01-15,-.4,-4,3.3,0,13.6,2.2,277.3
845,措备合备,2025-01-16,.3,-5.6,7.1,0,11,1.4,288.3
845,措备合备,2025-01-17,1.7,-3.2,8.9,0,5,.5,189.2
845,措备合备,2025-01-18,1.4,-6,11.7,0,4.4,.5,254
845,措备合备,2025-01-19,1.7,-5.6,11.3,0,6.6,.6,257.7
845,措备合备,2025-01-20,2.6,-4,10.7,0,6.1,.5,287.3
845,措备合备,2025-01-21,2.3,-3.5,10.8,0,6.9,.7,284.6
845,措备合备,2025-01-22,3.3,-4.2,12.1,0,4.3,.6,244.2
845,措备合备,2025-01-23,3.8,-1.5,12.4,0,4.5,.6,216.4
845,措备合备,2025-01-24,3.3,-4.1,12.1,0,4.6,.4,51.9
845,措备合备,2025-01-25,3.4,-2.1,10,0,7.8,1.1,55.1
845,措备合备,2025-01-26,5.1,-.9,8.4,0,5.1,1,127.6
845,措备合备,2025-01-27,1.7,-1.3,5.7,3,10.8,1.5,286.4
845,措备合备,2025-01-28,.2,-3.1,4,0,11,3.1,293.4
845,措备合备,2025-01-29,-.4,-2.8,3.7,0,10.3,2.9,284.6
845,措备合备,2025-01-30,.2,-4,6.8,0,8.2,1.7,284.2
845,措备合备,2025-01-31,2.3,-5,8,.5,3.2,.6,67.1
845,措备合备,2025-02-01,3.3,.7,5.7,5.5,2.8,.4,103
845,措备合备,2025-02-02,3.1,.2,10.5,0,5.2,.9,231
845,措备合备,2025-02-03,.7,-3.9,3.7,0,14.5,3.9,291.7
845,措备合备,2025-02-04,-4.2,-7.2,-.2,0,12.7,3.6,285.5
845,措备合备,2025-02-05,-4.4,-8.7,1.5,0,10.8,2.9,252.1
845,措备合备,2025-02-06,-2.5,-7.2,2.3,0,12,2.3,281.9
845,措备合备,2025-02-07,-4.4,-8.2,-.5,0,18.2,3.1,270.5
845,措备合备,2025-02-08,-5.1,-9.8,-.1,0,9.7,2.1,266.1
845,措备合备,2025-02-09,-3.2,-10.2,4,0,8.2,1.3,330.3
845,措备合备,2025-02-10,-1.9,-8.1,5.4,0,10.4,1.5,276.2
845,措备合备,2025-02-11,.1,-7.3,9.7,0,4.4,.8,195.7
845,措备合备,2025-02-12,1.1,-1.4,4,6,11,1.2,280.3
845,措备合备,2025-02-13,1.5,-2.7,7.8,0,9.9,2.8,296.2
845,措备合备,2025-02-14,2.9,-4.6,12.3,0,8,1.1,247.5
845,措备合备,2025-02-15,2.7,-3.9,9.9,0,4.8,.6,277.2
845,措备合备,2025-02-16,5.7,-3.1,14.1,0,9.5,1.5,274.1
845,措备合备,2025-02-17,2.8,-1.3,8,0,16.3,3.4,274
845,措备合备,2025-02-18,.1,-3.6,5.2,0,14.1,2.6,269
845,措备合备,2025-02-19,.1,-4.7,6,0,10.2,2.2,272.3
845,措备合备,2025-02-20,-.5,-7,6,0,8.4,1.8,271.8
845,措备合备,2025-02-21,-.5,-4.6,5.6,0,13.9,1.8,286.4
845,措备合备,2025-02-22,.6,-3.7,6.6,0,9,1.8,285.3
845,措备合备,2025-02-23,-1.1,-6.1,3.4,0,11.6,2.2,261.3
845,措备合备,2025-02-24,0,-7.3,7.3,0,9.8,1.9,283.1
845,措备合备,2025-02-25,3.2,-5.8,10.8,0,8.3,1.6,308
845,措备合备,2025-02-26,5,-2.2,13.7,0,9.1,1.1,5.8
